author,publication_count
Atif Amin Baig,17
Jie Zeng,17
Mérouane Debbah,17
Miloud Taki Eddine Aichour,17
Sina Azadnajafabad,17
Carsten Denkert,17
Bo Chen,17
Benedict Paten,17
He Tian,17
Crystal L. Mackall,17
Elizabeth A. Beverly,17
Julia Pongratz,17
Nadia Akseer,17
Wenjia Cai,17
Nyasha Chambwe,17
Peng Gong,17
Tait D. Shanafelt,17
Florian Krammer,17
Yan Xu,17
Varsha Dhankani,17
Graeme J. Hankey,17
Debyani Chakravarty,17
Olatunde Aremu,17
Bo Zheng,17
Timothy Defreitas,17
Mrs Eti Awual,17
Cheng Li,17
Yohannes Abate,17
Eleonora Di Valentino,17
Olatunji Adetokunboh,17
Bruce L. Levine,17
Hera Vlamakis,17
Junnan Hao,17
Jiujun Zhang,17
Menachem Elimelech,17
Francesco Asnicar,17
Leonard B. Saltz,17
M. Ast,17
Riaz Agha,17
Martin B. Leon,16
Kristin A. Persson,16
Martin A. Green,16
Susan Hopkins,16
Dana Pe’er,16
Shorena Janelidze,16
Bryan Williams,16
Christie M. Ballantyne,16
Françoise Thibaud‐Nissen,16
Jean‐Charles Soria,16
Nick Patterson,16
Yuri S. Kivshar,16
Yunhui Huang,16
Ling‐Ling Chen,16
Luis A. Díaz,16
G. Desvignes,16
Jianwei Wang,16
Huaqiang Wu,16
Judith Campisi,16
Bianca Rocca,16
Yue Lin,16
Rizwan Suliankatchi Abdulkader,16
Xin Hu,16
Juncai Dong,16
Lin Liu,16
Dariush Mozaffarian,16
Subodh Verma,16
Huazhu Fu,16
Yuan Yuan,16
Jianjun Chen,16
Nicholas McGranahan,16
Hao Huang,16
Hairen Tan,16
Yu Deng,16
E. Armengaud,16
Kun Wang,16
Alfonso J. Cruz‐Jentoft,16
Itay Tirosh,16
Ming Xu,16
Joaquim Bellmunt,16
G Anil Kumar,16
Yoichiro Kamatani,16
Quoc V. Le,16
Elizabeth J. Pekas,16
Jan C. Minx,16
Mingyang Wei,16
Ying Zhou,16
Oliver Gaemperli,16
Peter Schmid,16
Oliver G. Pybus,16
Ali Ahmadi,16
Jianguo Xia,16
Manal F. Abdelmalek,16
Emanuele Di Angelantonio,16
Catherine O. Johnson,16
Alan Yuille,16
Stephen J. Nicholls,16
Ronald C. Kessler,16
Yaw Ampem Amoako,16
Mohamed Farghali,16
Juan Li,16
Bruce Neal,16
Hiroji Iwata,16
J. Wouter Jukema,16
Yanli Zhao,16
Kalpana Balakrishnan,16
Jan O. Korbel,16
Liang Li,16
Andrew J. Pollard,16
Bin Cao,16
Yang Gao,16
Sten Linnarsson,16
Stein Emil Vollset,16
Roy Tarnuzzer,16
Peter A. Merkel,16
Kirthikaa Balapattabi,16
Xuping Sun,16
Brendon Stubbs,16
Matthias Egger,16
Luca Richeldi,16
Xuan Wang,16
Fiona Cunningham,16
Elena Arbelo,16
Banglin Chen,16
Rupa S. Kanchi,16
Moritz U. G. Kraemer,16
Xinhe Bao,16
Muhammad Imran,16
Ruth J. F. Loos,16
Hang Zhang,16
Alba Grifoni,16
Zheng Jiang,16
Thomas F. Jaramillo,16
Bin Xu,16
Bin Yang,16
Farshad Farzadfar,16
Bin Zhao,16
Deldar Morad Abdulah,16
José Baselga,16
Zhi Li,16
Harry Campbell,16
Arlene H. Sharpe,16
Benjamin Solomon,16
Merete Nordentoft,16
Jeffrey L. Cummings,16
Apurva M. Hegde,16
Peter Azzopardi,16
E. Gaztañaga,16
Christiaan Vrints,16
Mustafa Özgüroğlu,16
Pankaj Bhardwaj,16
Xiangke Wang,16
Renato D. Lópes,16
A. Challinor,16
Jing Huang,16
Xavier Rosselló,16
Greg S. Corrado,16
Al B. Benson,16
Zhining Wang,16
Wu Zhou,16
Wolfgang Tress,16
Zhiyong Lu,16
Adam Frankish,16
Reedik Mägi,16
Sam Meier,16
Ke Wang,16
Siyu Lu,16
Michael A. Borger,16
Alexander R. Lyon,16
Christian Drosten,16
Masayuki Teramoto,16
Marc T. M. Koper,16
Dacheng Tao,16
Reanne Bowlby,16
Pei Wang,16
Rayhan Lal,16
Zongping Shao,16
Hongkui Zeng,16
Lotty Hooft,16
Krittika Bhattacharyya,16
Tao Yao,16
Ravi Pratap Singh,16
Erik Cambria,16
Josep Peñuelas,16
Wangmeng Zuo,16
Jing Wu,16
Sara Lonardi,16
Jasper Fuk‐Woo Chan,16
Alexander W. Charney,16
Ian Ford,16
Christopher D. Byrne,16
W. Timothy Garvey,16
Michael Boehnke,16
Axel de la Macorra,16
Feng Wu,16
Vésteinn Thórsson,16
Luke O'neill,16
Juan W. Valle,16
Arumugam Manthiram,16
Viswanathan Mohan,16
Erik Stomrud,16
F. Elsner,16
Jesús F. San Miguel,16
Satish Kumar,16
Karim Fizazi,16
Dorret I. Boomsma,16
Lucjan Wyrwicz,16
Niveen ME Abu-Rmeileh,16
Lindy Blackburn,16
Christoph U. Correll,16
Angappa Gunasekaran,16
Doug Voet,16
Shulei Chou,16
Joshua Armenia,16
Rajesh Garg,16
Hailiang Huang,16
Pieter C. Dorrestein,16
M. John Chapman,16
Sebastian Palmqvist,16
Hölger Thiele,16
Raj Makkar,16
Eicke Latz,16
Tong Zhang,16
Raghu Kalluri,16
E. Burtin,16
Bjoern Peters,16
Ling Shao,16
Kevin J. Harrington,16
Charlotte E. Teunissen,16
Joseph J.�Y. Sung,16
Shuai Wang,16
Amit G. Singal,16
Shabir A. Madhi,16
Amanuel Alemu Abajobir,16
Leora Horn,16
Agnès Pasquet,16
Shahneen Sandhu,16
Kang Zhang,16
Michel Sadelain,16
Brad H. Rovin,15
Ryan J. Sullivan,15
Mikhail D. Lukin,15
Thor Edvardsen,15
Jörn M. Schattenberg,15
Nicholas C. Turner,15
Mario L. Suvà,15
Patrick A. Ott,15
Rebecca T. Hahn,15
Xiyun Yan,15
John Torous,15
Sara A. Hurvitz,15
Stefan Grimme,15
M. A. Bizouard,15
Palwasha Anwari,15
Marco Solmi,15
P. de Bernardis,15
F. R. Bouchet,15
Rina Hui,15
Kena A. Swanson,15
Kyle Dawson,15
Ce‐Wen Nan,15
Xiulin Fan,15
William D. Travis,15
Jun Zhou,15
Xiaopeng Cheng,15
Lu Li,15
Thomas Gasser,15
Christina C. Williams,15
Deng-Ping Fan,15
Ahmet Zehir,15
Kun Zhou,15
Chuan Qin,15
Xinyu Zhang,15
Carlos García Girón,15
Stefaan De Wolf,15
Antonio González-Martı́n,15
Lei Zhu,15
A. Avila-Alvarez,15
Peter A. Fasching,15
Harlan M. Krumholz,15
Billy S. Collins,15
Bao Yu Xia,15
Sekar Kathiresan,15
Huaiyu Mi,15
Xingwang Zhang,15
P. Doel,15
Lanjuan Li,15
Rajiv Suman,15
Hao Jiang,15
Chris P Gale,15
Sheikh Mohammad Alif,15
Shekhar Saxena,15
Peter van der Meer,15
Xiaohui Fan,15
Juan Jesús Carrero,15
Wei Guo,15
David J. Hunter,15
S. Bailey,15
Qiang Yang,15
John B. Buse,15
Xiaoyan Wang,15
Jie Luo,15
Reza Malekzadeh,15
Mingchuan Luo,15
Fátima Cardoso,15
Thibaut Hourlier,15
Michelle L. Bell,15
Amit Kumar,15
Renata Cífková,15
Beatriz Paulina Ayala Quintanilla,15
Ming Yang,15
Le Yu,15
Sheng Wang,15
Shane McCarthy,15
Tianshu Liu,15
Bernhard T. Baune,15
Katherine R. Tuttle,15
Zhenlin Ju,15
Tianjing Li,15
Philip L. De Jager,15
Xiang Bai,15
Saeid Safiri,15
Md. Nazmul Hasan,15
Lin Xu,15
André F. Carvalho,15
Dimitrios Richter,15
Ignacio I. Wistuba,15
James Thomas,15
Intergovernmental Panel on Climate Change (IPCC),15
Christina Fitzmaurice,15
Wei He,15
Eiichi Egami,15
T. Jungwirth,15
Ahmed Abu‐Zaid,15
Liquan Chen,15
Jamie Lopez Bernal,15
He Yan,15
Jeffrey A. Sosman,15
Yao Chen,15
Xiaodong Chen,15
Daniel I. Chasman,15
Junhua Li,15
K. Barkett,15
Temitayo Esther Adeyeoluwa,15
Juyoung Yoon,15
Haiyan Wang,15
Faisal Mahmood,15
Eran Segal,15
Yao Zhang,15
Quan‐Hong Yang,15
Kebin He,15
Naushira Pandya,15
Ludwig Kappos,15
Jingbi You,15
Egbert F. Smit,15
Hubert Amu,15
Archie Campbell,15
Chao Xie,15
Yuan Li,15
Mark E. Robson,15
John A. Kellum,15
Leo A. B. Joosten,15
Yaseen M. Arabi,15
Rashi Naresh,15
Liangpei Zhang,15
Emmanuela Gakidou,15
Qi Jiang,15
Prashanthan Sanders,15
Jonas Bergh,15
Sibo Wang,15
Bogdan A. Popescu,15
Bo Hu,15
O. Alves,15
Lin Zhao,15
Nikos C. Kyrpides,15
Marianna Adamo,15
Scott J. Dixon,15
Jiang He,15
Ian R. White,15
Michael A. Postow,15
Yingguo Yang,15
Roy S. Herbst,15
Amani Nidhal Aichour,15
Rafael Díaz,15
Laurent Bopp,15
Giovanni Targher,15
Mohsen Afarideh,15
Patrick F. Sullivan,15
Yan Jiao,15
Kristin Ardlie,15
Joseph Wang,15
Jun Yang,15
Bowen Li,15
Martine Piccart,15
Yi‐Long Wu,15
Jing Tang,15
F. Finelli⋆,15
Leo Anthony Celi,15
C. Baccigalupi,15
Kalle Leinonen,15
Hongmei Li,15
Samer Hamidi,15
Philippe Amouyel,15
Harvey Whiteford,15
George Patton,15
Shuai Li,15
Wei Lü,15
Vivian Welch,15
Huan Wang,15
Kwok‐Yung Yuen,15
Kristie L. Ebi,15
Kelong Fan,15
Tong Liu,15
Barry S. Taylor,15
Jun Yan,15
Sarah Hunt,15
Jakob Grove,15
Daniel Q. Huang,15
Yonggang Wang,15
Kenneth Davey,15
Ting Xu,15
Anayochukwu Edward Anyasodor,15
Yi Zhao,15
Melpomeni Kasapi,15
Ken Kato,15
Yu Song,15
Jonathan A. Ledermann,15
Girish N. Nadkarni,15
Yi Zheng,15
Stephan C. Bischoff,15
Mark C. Petrie,15
Brajesh K. Singh,15
Wolfgang Köenig,15
Caixia Gao,15
Yuxian Bai,15
R. Maiolino,15
Peidong Yang,15
Eric A. Franzosa,15
B Bernstein,15
Ivica Letunić,15
Stephen Sitch,15
Martin Steinegger,15
Ignace Vergote,15
David Ball,15
Ben A. Barres,15
Shadab Alam,15
Ranjit Mohan Anjana,15
Simon Alberti,15
G. C. Hurtt,15
Peter T. Katzmarzyk,15
C. Biwer,15
Josef S Smolen,15
Benjamin K. Sovacool,15
Roger Kramer,15
A. John Camm,15
Esben Agerbo,15
Jean-Philippe Collet,15
Hiddo J.L. Heerspink,15
Ping Zhang,15
Mohammed ALBashtawy,15
Hanqin Tian,15
Meletios Α. Dimopoulos,15
Yun Wang,15
Daniel W. Jones,15
Roger Ho,15
Arang Rhie,15
Paul D. Thomas,15
Brenda W.J.H. Penninx,15
Joshua A. Salomon,15
Pascal Vranckx,15
Lei Shi,15
Dong Su,15
Marcel G. A. van der Heijden,15
Michel W. Barsoum,15
Kathaleen Briggs Early,15
Yun Chen,15
Ewa A. Jankowska,15
Jing Guo,15
Philip Hugenholtz,15
Gavin D. Perkins,15
Lu Lu,14
Philip Scheltens,14
Felix Creutzig,14
Rinse K. Weersma,14
Hongsheng Li,14
Long‐Qing Chen,14
Jean‐Louis Vincent,14
Xin Huang,14
Edoardo Aromataris,14
D. Brooks,14
David Silver,14
Andrew G. Nicholson,14
Bernard Cosyns,14
Balázs Győrffy,14
Mario Campone,14
Javad Sharifi‐Rad,14
Silvia Novello,14
Manu Shankar‐Hari,14
Lijun Zhang,14
Alexander I. Spira,14
Chris J. Willott,14
Patrick T. O’Gara,14
Jillian F. Banfield,14
Matthias Blüher,14
Omar K. Farha,14
Feng Chen,14
Yue Zhou,14
Jackson T. Wright,14
Christopher Troeger,14
Marisa E. Hilliard,14
Kim D. Pruitt,14
Kun Liu,14
Ignacio Melero,14
Fiona Charlson,14
Xiaowei Zhuang,14
Rui Su,14
Bin Du,14
Malik Peiris,14
S. BenZvi,14
Andrew H. Wei,14
Zhen Zhao,14
Igor Bondarenko,14
Ahmed Jamal,14
Walter C. Willett,14
Geltrude Mingrone,14
Jia Fan,14
Iain A. Simpson,14
Jeffrey B.‐H. Tok,14
Xue‐Qiang Zhang,14
Xusheng Zheng,14
Ling Wang,14
Frederic D. Bushman,14
Anton M. Koekemoer,14
D. Bankar,14
Niv Zmora,14
Pim Cuijpers,14
Brant Robertson,14
Naiyer A. Rizvi,14
Masahiro Kanai,14
Pierre Bédossa,14
T. M. Davis,14
Andrew J. Bunker,14
Jairo Sinova,14
Carel W. le Roux,14
Kourosh Saeb‐Parsy,14
Chuanling Si,14
Jennifer A. Brody,14
Yakov Kuzyakov,14
Scott J. Rodig,14
David M. Hyman,14
Qing Zhang,14
Todd R. Golub,14
Guangchuang Yu,14
Rafael Lozano,14
Todd Pihl,14
Zhi Wei Seh,14
Hengshuang Zhao,14
Buell T. Jannuzi,14
Walid Saad,14
Yan Guo,14
Jens Bedke,14
Haibo Zeng,14
Ling Zhang,14
Marnix H. Medema,14
Kathrin U. Jansen,14
John G.F. Cleland,14
Ibtihel Aichour,14
Seeram Ramakrishna,14
Carlos A Castañeda-Orjuela,14
James L. Januzzi,14
Wenhai Wang,14
Saad Z. Usmani,14
Makhsud I. Saidaminov,14
Robert Schober,14
Yan Xie,14
Jian Wu,14
Libor Šmejkal,14
Qi Yang,14
Stephan A. Grupp,14
Ewan D. Dunlop,14
Lars H. Lund,14
Pheng‐Ann Heng,14
Yan Yu,14
Gilbert Habib,14
Mariafelicia De Laurentis,14
Eduardo Bernabé,14
Ting Wang,14
Ewan Birney,14
Jian Xu,14
Marcello Tonelli,14
Anirban Maitra,14
Adnan Kastrati,14
Yang Cao,14
Syed Mahfuz Al Hasan,14
Ioan Mircea Coman,14
Alkes L. Price,14
Roser Vento‐Tormo,14
Ting Chen,14
Daniel J. Klionsky,14
Geoffrey C. Bower,14
Hang Su,14
Mark S. Link,14
Peng Zheng,14
Gunnar Luderer,14
Li Zhuang,14
Ke Xu,14
Seiji Fujimoto,14
Dragan Huterer,14
Fredrik Bäckhed,14
Yang Lu,14
Bernd W. Böttiger,14
Gen Li,14
Ramanan Laxminarayan,14
Linghua Wang,14
Turki M Alanzi,14
Marco Springmann,14
Timothy A. Chan,14
Jie Shen,14
Vanna Chiarion‐Sileni,14
Qinghua Liu,14
Susanna Dunachie,14
Hugh Calkins,14
Kristina H. Haugaa,14
Scott Antonia,14
Wei Cheng,14
Philippe Ravaud,14
Nicholas J. Ashton,14
Muzlifah Haniffa,14
Caicun Zhou,14
Derek K. Chu,14
Michele Maio,14
Sami Almustanyir,14
Jiashan Zhang,14
Johannes Lehmann,14
Tong Li,14
Zhiguo Ding,14
Jifeng Dai,14
Andreu Font-Ribera,14
Evan Bolton,14
Sachet A. Shukla,14
Aanuoluwapo Adeyimika Afolabi,14
Mervyn Singer,14
Natália Martins,14
Tierui Zhang,14
Mathieu Laversanne,14
Wu Xu,14
Stephen L. Chan,14
Lesley Stewart,14
David Cooper,14
Frank W. Rockhold,14
Yi Lin,14
George L. Bakris,14
N. Aghanim,14
Aurélien Marabelle,14
Michael D. McGehee,14
Fengwu Sun,14
Michèle Cavo,14
D. L. Harrison,14
Zhiyong Tang,14
Martin Offringa,14
Alicia R. Martin,14
Latha Palaniappan,14
Sanjay Basu,14
David A. Hinds,14
Hana J Abukhadijah,14
Jennifer A. Doudna,14
Jinmiao Chen,14
Hein Heidbüchel,14
Stephen M. Smith,14
Nick Andrews,14
David R. Spigel,14
Sarah E Lamb,14
Hreinn Stefánsson,14
Sandro Pignata,14
Ian Graham,14
Sung‐Bae Kim,14
Michael Clark,14
Roberto Salgado,14
Verónica Dean,14
Theresa A. McDonagh,14
Santiago Arribas,14
Neil M. Ferguson,14
Mika Kivimäki,14
Hartmut Döhner,14
Wensheng Yan,14
Rajesh Kumar,14
Md. Rabiul Awual,14
Jie Sun,14
Dmitry Ivanov,14
Joel Schwartz,14
Konrad J. Karczewski,14
N. Bartolo,14
K. Benabed,14
Rohit V. Pappu,14
Md. Shad Salman,14
Linda F. Nazar,14
Wei Tang,14
Mark Woodward,14
Oleksandr Voznyy,14
Md. Munjur Hasan,14
J. E. Conway,14
Stephen Salloway,14
Yusuf Yılmaz,14
Tibor Csőszi,14
Joanne E. McKenzie,14
Gina Agarwal,14
Larissa Shamseer,14
Shujun Zhang,14
Ben Van Calster,14
Michael Bremer,14
Salman Khan,14
Williams Agyemang‐Duah,14
Marta Sitges,14
William T. Harvey,14
Kim A. Williams,14
John C. Morris,14
X. Dupac,14
Terho Lehtimäki,14
Yuan Chen,14
Paul Klenerman,14
Davor Miličić,14
Yuanyuan Wang,14
Yunhu Wan,14
Robert F. Kushner,14
Tao Cheng,14
Samir Bhatt,14
Jeff D. Williamson,14
Tao Deng,14
Jonathan M. Mudge,14
Claudia Felser,14
Patrice D. Cani,14
Michael E. Mussolino,14
Fei Gao,14
Nikolaus Marx,14
Hong Jin Fan,14
William J. Greenleaf,14
Ye Yuan,14
Miguel A. Hernán,14
John J.P. Kastelein,14
Harry Sokol,14
Ming Zhou,14
Hua Zhou,14
Youchun Wang,14
Hermenegildo Garcı́a,14
Samuel Fosso Wamba,14
T. A. Enßlin,14
Wendy K. Chung,14
Geert D’Haens,14
Markus Reichstein,14
Rik Ossenkoppele,14
Dan J. Stein,14
Michael Berk,14
Paul C. Boutros,14
Yong Jiang,14
Amitava Banerjee,14
G. Efstathiou,14
M. Douspis,14
Noore Alam,14
Luis C. Ho,14
Adam Torbicki,14
Samir Kapadia,14
Khadiza Tul Kubra,14
J. K. Blackburn,14
Jürgen Janek,14
Micah D.J. Peters,14
Peng Jiang,14
Philip H. S. Torr,14
Unnur Þorsteinsdóttir,14
Tyler J. VanderWeele,14
Xin‐Bing Cheng,14
Daniëlle Posthuma,14
Jane Loveland,14
Yelena Y. Janjigian,14
Antonio Gasbarrini,14
Francesco Landi,14
Anil Korkut,14
Xinyu Li,14
Yi Chen,14
Gibran Hemani,14
Christopher B. Granger,14
C. Burigana,14
Randall J. Bateman,14
Drew Weissman,14
José Carmelo Adsuar,14
Qi Tian,14
Nita Bhandari,14
Md. Chanmiya Sheikh,14
Joy E Lawn,14
Zao Yi,14
Juan P. Frías,14
P. Bielewicz,13
Christoph A. Thaiss,13
Justin Paul,13
Alpa V. Patel,13
Tune H. Pers,13
Sven Francque,13
Paul T. P. Ho,13
Shuo Chen,13
Kunihiro Matsushita,13
Hasan Abualruz,13
Lars Juhl Jensen,13
C. Combet,13
Radek Zbořil,13
Kim N.,13
Tiny Jaarsma,13
Ting‐Shan Chan,13
Kevin S Ikuta,13
Ralph P. Eatough,13
Ting Liu,13
Mareki Honma,13
M. H. Hecht,13
Cheryl Dennison Himmelfarb,13
Michaël Janssen,13
C. D. Blair,13
Timothy M. Lenton,13
Timothy Lillicrap,13
André Pascal Kengne,13
Jocelyn Chanussot,13
Andreas Geiger,13
Amir Abdoli,13
L. P. L. Colombo,13
Athol U. Wells,13
Naomi R. Wray,13
Deena Alasfoor,13
Chia‐Yen Chen,13
Shu‐Hong Yu,13
Susan M. Gapstur,13
Bart L. Haagmans,13
Shane A. Liddelow,13
Satya Gontcho A Gontcho,13
John E. Bowers,13
F. Cuttaia,13
Jing Zhao,13
Mary Cushman,13
Marco Di Renzo,13
Claudio Sandroni,13
Adel Al‐Gheethi,13
Arvind Rao,13
Enyuan Hu,13
Oyelola A. Adegboye,13
Chao Xu,13
Jordy Davelaar,13
Sascha Kraus,13
Christian M. Fromm,13
Marco Demaria,13
Howard Gurney,13
R.M. Waliullah,13
Marco Colleoni,13
M. Frailis,13
Vincent L. Fish,13
Mary F. Mulcahy,13
Linda Henry,13
Peter Galison,13
José L. Gómez,13
Cornelia M. van Duijn,13
Peng Huang,13
Shubo Cheng,13
Jianping Shi,13
Dirk Arnold,13
Richard D Riley,13
Christoph J. Brabec,13
Sheperd S. Doeleman,13
Chih-Wei L. Huang,13
Sunita Vohra,13
Mary Lou Perry,13
Jie He,13
Filippo de Marinis,13
Edward C. Holmes,13
Ed Reznik,13
Yvan Saeys,13
Lin Tang,13
Yuzhu Cui,13
Silke Gillessen,13
Jun Lin,13
Guy De Backer,13
Arthur S. Slutsky,13
Melissa L. Johnson,13
Yuting Wang,13
Mark Gurwell,13
W. Alef,13
Kazunori Akiyama,13
Marcelo Garrido,13
Hyun Cheol Chung,13
Douglas B. Johnson,13
Yung‐Jue Bang,13
G. Crew,13
Nir Yosef,13
Raquel Fraga-Encinas,13
Jean‐Jacques Grob,13
Phil De Luna,13
Túlio de Oliveira,13
Waleed Alhazzani,13
Yulun Zhang,13
Patrick Y. Wen,13
Fei Huang,13
Daniel G. MacArthur,13
Frédéric Chevallier,13
Kurt A. Schalper,13
François Mach,13
Alex K. Shalek,13
Koushik Chatterjee,13
Yujie Xiong,13
Walid K. Chatila,13
Kenneth F. Schulz,13
Shilin Zhang,13
H. C. Chiang,13
Tao Huang,13
Haran Burri,13
John T. Abatzoglou,13
Kelvin Kai‐Wang To,13
Andrea Vedaldi,13
Andrew Yates,13
Lars Rydén,13
Wang Yao,13
Sara Issaoun,13
Ovidiu Chioncel,13
Mahmut Gümüş,13
Dariush Abtahi,13
David Veesler,13
U. Rajendra Acharya,13
Joshua D. Rabinowitz,13
P. Andrew Futreal,13
Shirui Pan,13
Sanjiv J. Shah,13
Wei Lin,13
Min Li,13
C. Goddi,13
Olivier Gentaz,13
Simon F. Lacey,13
Min Wu,13
Jing Sun,13
Peng Yin,13
Tao Yu,13
Olivier Elemento,13
Robert F. Storey,13
Tony D. James,13
D. H. Hughes,13
Michael B. Atkins,13
Jonathan A C Sterne,13
Wei Xiong,13
Maja‐Lisa Løchen,13
Bosiljka Tasic,13
Najaf Amin,13
François Aguet,13
Mina Anjomshoa,13
Ajay K. Israni,13
Mina K. Chung,13
Masahiro Tsuboi,13
Laurent Castéra,13
Minfeng Gu,13
Peng Zhu,13
Majid Ezzati,13
A. J. Banday,13
B. P. Crill,13
Hao Ming Chen,13
Giovanni B. Frisoni,13
Nahla Anber,13
Jason Dexter,13
Yoshihide Wada,13
R. B. Barreiro,13
Frédérique Penault‐Llorca,13
Hossein Borghaei,13
Yong‐Sheng Hu,13
Jean‐Pierre Després,13
Robert O. Ritchie,13
Leticia Ávila‐Burgos,13
Ming Li,13
Cole Trapnell,13
Makoto Inoue,13
Weiping Jia,13
Weiping Zou,13
Meera Chand,13
Adiba Islam Rasee,13
Shiro Ikeda,13
Linlin Li,13
Daniel Díaz,13
Yongfeng Hu,13
Jeffrey S. Weber,13
He Huang,13
Dong Zhou,13
Rebecca Azulay,13
Maksym V. Kovalenko,13
R. A. Houghton,13
Wendy S. Garrett,13
Dong Yang,13
Javid J. Moslehi,13
Hugo J.W.L. Aerts,13
Nripendra P. Rana,13
Steven N. Goodman,13
Bo Yu,13
Robert Z. Orlowski,13
Didier Raoult,13
H. Falcke,13
Anne-Kathrin Baczko,13
Roberto García,13
Malcolm G. Semple,13
Steven L. Salzberg,13
Kyle J Foreman,13
G. de Zotti,13
Eric L. Johnson,13
J. E. Carlstrom,13
Dong Liu,13
Mingjian Yuan,13
Joseph M. Luther,13
Han Hu,13
Bruce Dunn,13
Ariyan Islam Rehan,13
Do‐Young Byun,13
Priya Prahalad,13
David A. Morrow,13
Fang Liu,13
Chi‐kwan Chan,13
Francisco Sánchez-Vega,13
Trisha Greenhalgh,13
Avery E. Broderick,13
Dan Atar,13
Samath Dhamminda Dharmaratne,13
Ilje Cho,13
Ming‐Tang Chen,13
Dan Bintley,13
Daniel Castellano,13
Hui Huang,13
Ying Huang,13
David Porubskỳ,13
Gabe S. Sonke,13
Daniel C.W. Tsang,13
Jérôme Boursier,13
Yin Li,13
Barry A. Borlaug,13
Roger Brissenden,13
Jing Luo,13
Roger Deane,13
Pushmeet Kohli,13
William J. Sandborn,13
Trevor Hastie,13
Han Gao,13
Yilong Wang,13
Jose Luis Zamorano,13
M. Bucher,13
Hui Shen,13
Wojciech Samek,13
Dmitry I. Gabrilovich,13
Hanan Khalil,13
Zhongbin Zhuang,13
J. Aumont,13
Chung‐Li Dong,13
Ian B. Hickie,13
Mislav Baloković,13
Mitchell M. Levy,13
K. M. Górski,13
Philip R. Dormitzer,13
A. Ducout,13
Donna Neuberg,13
Oliver A. Cornely,13
Dan H. Barouch,13
Mithat Gönen,13
Ann‐Lii Cheng,13
Miao Zhang,13
Loïc Yengo,13
Marc Jan Bonder,13
Joseph J. Berry,13
Yi Hu,13
Roman Gold,13
Jonathan Kipnis,13
Zhiqun Lin,13
Igor Rudan,13
Gonçalo R. Abecasis,13
E. Franceschi,13
Mohamed Bouattour,13
E. C. Ferrara,13
Xavier Mariette,13
Ronald Hesper,13
Francesco N. Tubiello,13
Robert M. Carey,13
Adugnaw Berhane,13
Jessica Dempsey,13
Jonathan S. Weissman,13
Stephen D. Wiviott,13
M. Bersanelli,13
Louise Chini,13
Mohammad Abdollahı,13
Junwei Fu,13
Manish Chhowalla,13
Rong Wang,13
Hong Jiang,13
Andres Metspalu,13
Joachim L. Schultze,13
Per Friberg,13
Qingqing Wu,13
Rong Zhang,13
H. K. Eriksen,13
Xiang Gao,13
Katherine L. Bouman,13
Myriam Fornage,13
O. Doré,13
Bruce Ovbiagele,13
Britton Jeter,13
Bram van Ginneken,13
Yang Yu,13
Bing Li,13
Rory Collins,13
Corinne Le Quéré,13
Marlies Ostermann,13
Kazuhiro Hada,13
Alexander Kurilshikov,13
M. Ball,13
Isaac Akinkunmi Adedeji,13
Muthiah Vaduganathan,13
Peter B. Reich,13
Boris Georgiev,13
Aditya Bardia,13
Lis Neubeck,13
Hamid Ahmadieh,13
Zhichuan J. Xu,13
Mustafa Geleto Ansha,13
Mohammed Sohrab Hossain,13
Christiaan D. Brinkerink,13
Emma Nichols,13
Chuanxiao Xiao,13
Song Han,13
Fadwa Alhalaiqa,13
Yan Sun,13
Zhiao Yu,13
Klaus Maier‐Hein,13
Matthias Preusser,13
Liuyang Zhang,13
Alberto Papi,13
Benjamin Smith,13
Steff Lewis,13
Elizabeth R. Plimack,13
David M. Hougaard,13
Patrick Turley,13
Xiao Xiao,13
Thomas Bronzwaer,13
Xiao Yang,13
Jeffrey A. Meyerhardt,13
Charles F. Gammie,13
J. M. Diego,13
Xiaobo Chen,13
Andrew J. Aguirre,13
Stefano Carniani,13
Danfeng Hong,13
Keywan Riahi,13
David G. Rand,13
Diana Elbourne,13
Jie Xiao,13
Bin Zhu,13
Sonu Bhaskar,13
Se Hoon Park,13
John A. Rogers,13
Giulio Formenti,13
Bernard Prendergast,13
Qian Zhao,13
S. Juneau,13
Keiichi Asada,13
Xiaohong Liu,13
Dan Zhang,13
Dominique Broguière,13
Rui Yang,13
Xue Wang,13
An‐Wen Chan,13
Chuan Xia,13
Anders M. Dale,13
Hong Chen,13
Karina W. Davidson,13
Gang Yu,13
Maddalena Lettino,13
Bernard Escudier,13
D. Beniwal,13
Xuan Liu,13
Alan Karthikesalingam,13
American Diabetes Association,13
Qiang Fu,13
Lisa C. Adams,13
David Haussler,13
Galen F. Gao,13
Xiaoming Liu,13
Hongshuai Hou,13
Muhammad U. Afzal,13
Elmar Kriegler,13
Alexander C. Huang,13
Xin Sun,13
Andrew Chael,13
Xiaoming Wang,13
Thomas G. Beach,13
Di Wang,13
Etsushi Kato,13
Ettore Beghi,13
Jie Huang,13
Jean‐Baptiste Ricco,13
Xiawei Wei,13
Manuel Delgado‐Baquerizo,13
John Barrett,13
Georg Schett,13
Spencer L James,13
Zheng Liang,13
Ruqiang Zou,13
Daniil Stroyakovskiy,13
S. Charlot,13
Félix Carvalho,13
S. Britzen,13
Di Chen,13
Alexander Drilon,13
Spyridon Bakas,13
A. Alberdi,13
